FOODNAME,good,sad,tired,stress
두부 유부,0,0,0,0
비지,0,0,0,0
두유 대두,0,0,0,0
두유 검은콩,0,0,0,0
두유 검은콩 검은참깨,0,0,0,0
두유 콩국물 소금 0.3%,0,0,0,0
팥 검정팥,0,0,0,0
팥 붉은팥,0,0,0,0
팥 회색팥,0,0,0,0
팥 페이스트,0,0,0,0
개암 헤이즐넛,0,0,0,0
도토리,0,0,0,0
도토리,0,0,0,0
도토리 국수,0,0,0,0
땅콩,0,0,0,0
땅콩 소금첨가,0,0,0,0
땅콩 조미,0,0,0,0
땅콩 검정땅콩,0,0,0,0
땅콩 대립종,0,0,0,0
땅콩 소립종,0,0,0,0
땅콩 중립종,0,0,0,0
때죽,0,0,0,0
마가목 열매,0,0,0,0
마름,0,0,0,0
마카다미아넛 조미 기름,0,0,0,0
머루씨,0,0,0,0
목화씨,0,0,0,0
생 밤,0,0,0,0
밤 통조림,0,0,0,0
밤 단택,0,0,0,0
밤 대보,0,0,0,0
밤 옥광,0,0,0,0
밤 이평,0,0,0,0
밤 축파,0,0,0,0
밤,0,0,0,0
보리밥 열매,0,0,0,0
브라질너트,0,0,0,0
삼씨,0,0,0,0
수박씨,0,0,0,0
수박씨 조미,0,0,0,0
아마씨,0,0,0,0
아몬드,0,0,0,0
아몬드 조미,0,0,0,0
연씨 미숙,0,0,0,0
은행,0,0,0,0
잣,0,0,0,0
잣두부,0,0,0,0
참깨 검정깨,0,0,0,0
참깨 흰깨,0,0,0,0
참깨 엿강정,0,0,0,0
참깨죽,0,0,0,0
치아씨,0,0,0,0
캐슈넛 조미한 것,0,0,0,0
코코넛,0,0,0,0
코코넛 코코넛밀크,0,0,0,0
코코넛수 과즙,0,0,0,0
피스타치오넛,0,0,0,0
피스타치오넛 조미,0,0,0,0
피칸,0,0,0,0
피칸 조미,0,0,0,0
해바라기씨,0,0,0,0
호두,0,0,0,0
호박씨,0,0,0,0
호박씨 일본산 조미,0,0,0,0
가시오갈피 순,0,0,0,0
가죽나물,0,0,0,0
가지,0,0,0,0
갓,0,0,0,0
갓 돌산갓,0,0,0,0
강남조나물,0,0,0,0
갬추,0,0,0,0
갯기름나물 노지,0,0,0,0
갯기름나물 하우스,0,0,0,0
게걸무,0,0,0,0
겨자 적겨자,0,0,0,0
고구마,0,0,0,0
고구마 줄기,0,0,0,0
고구마 줄기 껍질 포함,0,0,0,0
고들빼기 이고들빼기,0,0,0,0
고려엉겅퀴 곤드레,0,0,0,0
고려엉겅퀴 곤드레 재래종,0,0,0,0
고비,0,0,0,0
고사리,0,0,0,0
고수 향채,0,0,0,0
고추 풋고추,0,0,0,0
고추 싹,0,0,0,0
고추,0,0,0,0
고추 꽈리고추,0,0,0,0
고추 녹광,0,0,0,0
고추 시레나 연두색,0,0,0,0
고추 녹광 초록색,0,0,0,0
고추 수비초,0,0,0,0
고추 시레나 초록색,0,0,0,0
고추 오이고추,0,0,0,0
고추 재래종 풋고추,0,0,0,0
고추 청양고추,0,0,0,0
고춧잎,0,0,0,0
고추냉이,0,0,0,0
고추냉이 줄기,0,0,0,0
곤달비,0,0,0,0
곰취,0,0,0,0
공심채,0,0,0,0
꾸지뽕,0,0,0,0
구기자 순 재래종,0,0,0,0
구기자 재래종,0,0,0,0
국화꽃,0,0,0,0
근대,0,0,0,0
김치 갓 김치,0,0,0,0
김치 고들빼기,0,0,0,0
김치 깍두기,0,0,0,0
김치 나박 김치,0,0,0,0
김치 동치미,0,0,0,0
김치 배추 김치,0,0,0,0
김치 배추 김치 봄 재배,0,0,0,0
김치 배추 김치 여름 재배,0,0,0,0
김치 배추 김치 가을 재배,0,0,0,0
김치 백김치,0,0,0,0
김치 열무 김치,0,0,0,0
김치 열무 물김치,0,0,0,0
김치 오이 소박이,0,0,0,0
김치 유채 김치,0,0,0,0
김치 유채 물김치,0,0,0,0
김치 총각 김치,0,0,0,0
김치 파 김치,0,0,0,0
김치 얼갈이배추 김치,0,0,0,0
꼬깔나물,0,0,0,0
꽃양배추 콜리플라워,0,0,0,0
꿀풀 하고초,0,0,0,0
날개콩 미숙,0,0,0,0
냉이,0,0,0,0
넘취,0,0,0,0
녹색완두 미숙,0,0,0,0
녹색완두 미숙 통조림,0,0,0,0
누룩치,0,0,0,0
누룩치 줄기,0,0,0,0
누리장나무잎,0,0,0,0
는쟁이냉이,0,0,0,0
달래,0,0,0,0
당귀 일당귀,0,0,0,0
당귀 참당귀,0,0,0,0
당근,0,0,0,0
당근 주스 캔,0,0,0,0
당근 주스,0,0,0,0
더덕,0,0,0,0
도라지,0,0,0,0
돌나물,0,0,0,0
동아,0,0,0,0
두릅,0,0,0,0
두릅 줄기,0,0,0,0
두릅 땅두릅,0,0,0,0
두릅 땅두릅 줄기,0,0,0,0
둥글레,0,0,0,0
들깨 싹,0,0,0,0
들깻잎,0,0,0,0
들깻잎장아찌 통조림,0,0,0,0
들깻잎장아찌,0,0,0,0
로카,0,0,0,0
루꼴라,0,0,0,0
리크,0,0,0,0
마늘 깐마늘,0,0,0,0
마늘,0,0,0,0
마늘 동결건조,0,0,0,0
마늘 통마늘,0,0,0,0
마늘 난지형 깐마늘,0,0,0,0
마늘 난지형,0,0,0,0
마늘 중국산 깐마늘,0,0,0,0
마늘 한지형 통마늘,0,0,0,0
마늘 한지형,0,0,0,0
풋마늘줄기,0,0,0,0
마늘종 꽃줄기,0,0,0,0
마늘종 장아찌,0,0,0,0
마늘 장아찌,0,0,0,0
마타리,0,0,0,0
머위,0,0,0,0
메밀 싹,0,0,0,0
모링가 드럼스틱,0,0,0,0
모시풀,0,0,0,0
모시풀 서방종,0,0,0,0
무 왜무,0,0,0,0
무순 싹,0,0,0,0
무청 왜무 잎,0,0,0,0
무청 조선무 잎,0,0,0,0
무시래기,0,0,0,0
무 절임,0,0,0,0
단무지,0,0,0,0
무국물,0,0,0,0
무말랭이,0,0,0,0
무말랭이 무침,0,0,0,0
무장아찌,0,0,0,0
쌈무 초절임,0,0,0,0
물강활,0,0,0,0
물냉이,0,0,0,0
물쑥,0,0,0,0
미나리 농축,0,0,0,0
미나리 돌미나리,0,0,0,0
미나리 물미나리,0,0,0,0
미나리 물미나리 줄기,0,0,0,0
미니파프리카 주황색,0,0,0,0
미니파프리카 노란색,0,0,0,0
미니파프리카,0,0,0,0
민들레,0,0,0,0
바젤라,0,0,0,0
박 과육,0,0,0,0
박 씨 포함,0,0,0,0
박고지,0,0,0,0
박쥐나무,0,0,0,0
밥취나물,0,0,0,0
방가지똥,0,0,0,0
방울다다기양배추,0,0,0,0
배암차즈기 곰보배추,0,0,0,0
배초향,0,0,0,0
배추,0,0,0,0
배추 봄 재배,0,0,0,0
배추 여름 재배,0,0,0,0
배추 가을 재배,0,0,0,0
배추 노랑봄배추,0,0,0,0
배추 봄동,0,0,0,0
배추 불암 3호,0,0,0,0
배추 여름배추,0,0,0,0
배추 유기재배,0,0,0,0
백모근,0,0,0,0
버드장이,0,0,0,0
보리 순,0,0,0,0
보리 쌀보리 순,0,0,0,0
보리 올보리 순,0,0,0,0
보리 큰알보리 순,0,0,0,0
보리 큰알보리 순 동결건조,0,0,0,0
뽕잎,0,0,0,0
부지갱이 섬쑥부쟁이,0,0,0,0
부추 두메부추,0,0,0,0
부추 산부추,0,0,0,0
부추 재래종,0,0,0,0
부추 호부추,0,0,0,0
브로콜리,0,0,0,0
브로콜리 싹,0,0,0,0
브로콜리,0,0,0,0
비름,0,0,0,0
비타민채 다채,0,0,0,0
비타민채 싹,0,0,0,0
비트,0,0,0,0
비트 피클 통조림,0,0,0,0
사탕무,0,0,0,0
사탕수수,0,0,0,0
산마늘 명이나물,0,0,0,0
삼나물,0,0,0,0
삼붕냐와,0,0,0,0
삼채,0,0,0,0
삼채 줄기,0,0,0,0
삽주나물,0,0,0,0
상추 뚝섬적출면,0,0,0,0
상추 로메인,0,0,0,0
생강줄기,0,0,0,0
생강 중국산줄기,0,0,0,0
생강 피클 초절임,0,0,0,0
선인장 보검선인장 꽃,0,0,0,0
선인장 보검선인장 열매,0,0,0,0
선인장 보검선인장 줄기,0,0,0,0
선인장 저단선인장 열매,0,0,0,0
선인장 저단선인장 줄기,0,0,0,0
섬초롱,0,0,0,0
세발나물,0,0,0,0
셀러리,0,0,0,0
소리쟁이,0,0,0,0
솔장다리,0,0,0,0
쇠귀나물,0,0,0,0
수리취 떡취,0,0,0,0
순무 전체,0,0,0,0
순무,0,0,0,0
스테비아,0,0,0,0
시금치,0,0,0,0
시금치 노지,0,0,0,0
시금치 포항초,0,0,0,0
시금치 하우스,0,0,0,0
시금치 섬초,0,0,0,0
신선초 명일엽,0,0,0,0
쌈추,0,0,0,0
쌈추 싸미나,0,0,0,0
쌈추 홍쌈추,0,0,0,0
쑥,0,0,0,0
쑥 사자발쑥,0,0,0,0
쑥갓,0,0,0,0
쑥부쟁이,0,0,0,0
씀바귀,0,0,0,0
아스파라거스,0,0,0,0
아스파라거스 통조림,0,0,0,0
아스파라거스 하얀색,0,0,0,0
아욱,0,0,0,0
아이비카 닥풀,0,0,0,0
아주까리 순,0,0,0,0
아주까리,0,0,0,0
아티초크,0,0,0,0
아티초크,0,0,0,0
알로에 과육,0,0,0,0
알로에 음료,0,0,0,0
알팔파 싹,0,0,0,0
양배추,0,0,0,0
양배추 적양배추,0,0,0,0
양배추 적양배추 싹,0,0,0,0
양배추 샐러드 코울슬로,0,0,0,0
양상추,0,0,0,0
양상추 적양상추,0,0,0,0
양파,0,0,0,0
양파 중국산,0,0,0,0
양파 자색 양파,0,0,0,0
양파 레드프라임,0,0,0,0
양파 썬파워,0,0,0,0
양파 샬롯,0,0,0,0
양파링 튀김옷,0,0,0,0
양파링 튀김옷,0,0,0,0
양파 장아찌,0,0,0,0
양하,0,0,0,0
어수리,0,0,0,0
얼갈이배추,0,0,0,0
얼레지,0,0,0,0
음나무 엄나무 개두릅,0,0,0,0
엉겅퀴,0,0,0,0
여주 고야,0,0,0,0
연근,0,0,0,0
연근 조림,0,0,0,0
열대비름 아마란스,0,0,0,0
열무,0,0,0,0
염교 락교줄기,0,0,0,0
염교 락교 장아찌 초절임,0,0,0,0
영아자,0,0,0,0
오이 개량종,0,0,0,0
오이 겨울살이청장,0,0,0,0
오이 늙은오이,0,0,0,0
오이 취청,0,0,0,0
오이 피클 초절임,0,0,0,0
오크라,0,0,0,0
옥수수 순,0,0,0,0
왕호장잎,0,0,0,0
우엉,0,0,0,0
우엉조림 장조림,0,0,0,0
울금줄기,0,0,0,0
울외장아찌,0,0,0,0
원추리,0,0,0,0
유채 싹,0,0,0,0
유채,0,0,0,0
유채 동채,0,0,0,0
유채 서양종줄기,0,0,0,0
잇꽃 홍화,0,0,0,0
비비추 이밥추,0,0,0,0
자운영,0,0,0,0
잔대,0,0,0,0
잔대 순,0,0,0,0
적하수오잎,0,0,0,0
전호,0,0,0,0
제비쑥,0,0,0,0
조뱅이,0,0,0,0
좀홍당무,0,0,0,0
죽순 순,0,0,0,0
죽순 순 통조림,0,0,0,0
줄나물,0,0,0,0
진달래꽃,0,0,0,0
질경이,0,0,0,0
참나물,0,0,0,0
참반디,0,0,0,0
참빗살나무,0,0,0,0
참죽나물,0,0,0,0
청경채,0,0,0,0
초석잠,0,0,0,0
총각무,0,0,0,0
취나물 개미취,0,0,0,0
취나물 미역취,0,0,0,0
취나물 참취,0,0,0,0
치커리 치콘,0,0,0,0
치커리,0,0,0,0
치커리 적치커리,0,0,0,0
칠면초,0,0,0,0
케일,0,0,0,0
케일 꽃케일,0,0,0,0
케일 로얄채,0,0,0,0
케일 쌈채소,0,0,0,0
케일 적꽃케일,0,0,0,0
케일 하우스,0,0,0,0
콜라비,0,0,0,0
콩나물,0,0,0,0
콩나물,0,0,0,0
콩나물 녹색콩나물,0,0,0,0
콩잎,0,0,0,0
털머위,0,0,0,0
털머위 줄기,0,0,0,0
토란대 줄기,0,0,0,0
토마토,0,0,0,0
토마토 통조림,0,0,0,0
토마토 방울토마토,0,0,0,0
토마토 유기재배,0,0,0,0
토마토 흑토마토,0,0,0,0
토마토 대저,0,0,0,0
토마토 과채 음료,0,0,0,0
토마토 페이스트,0,0,0,0
토마토 퓨레 통조림,0,0,0,0
토스카노 잎브로콜리,0,0,0,0
퉁퉁마디 함초 노지,0,0,0,0
퉁퉁마디 함초 하우스,0,0,0,0
퉁퉁마디환 함초환,0,0,0,0
파,0,0,0,0
파 골파,0,0,0,0
파 실파,0,0,0,0
파 쪽파,0,0,0,0
파 대파,0,0,0,0
파드득나물 삼엽채,0,0,0,0
파슬리,0,0,0,0
파프리카 노란색,0,0,0,0
파프리카,0,0,0,0
파프리카 주황색,0,0,0,0
파프리카 초록색,0,0,0,0
파프리카 외국산 노란색,0,0,0,0
파프리카 외국산,0,0,0,0
파프리카 외국산 주황색,0,0,0,0
편강 당조림,0,0,0,0
피망,0,0,0,0
피망 초록색,0,0,0,0
할라피뇨 통조림,0,0,0,0
해바라기 싹,0,0,0,0
호박 싹,0,0,0,0
호박,0,0,0,0
호박 국수호박,0,0,0,0
호박 늙은호박,0,0,0,0
호박 단호박,0,0,0,0
호박 애호박,0,0,0,0
호박 쥬키니,0,0,0,0
호박 차요테 초록색,0,0,0,0
호박 차요테 하얀색,0,0,0,0
호박즙 천연과즙,0,0,0,0
홑잎나물,0,0,0,0
검은비닐버섯,0,0,0,0
나도팽나무버섯,0,0,0,0
노루궁뎅이버섯,0,0,0,0
느타리버섯,0,0,0,0
느타리버섯 노랑느타리버섯,0,0,0,0
느타리버섯 분홍느타리버섯,0,0,0,0
느타리버섯 여름느타리버섯,0,0,0,0
느타리버섯 참타리버섯,0,0,0,0
느타리버섯 청느타리버섯,0,0,0,0
느티만가닥버섯,0,0,0,0
능이버섯 향버섯,0,0,0,0
만가닥버섯,0,0,0,0
밤버섯,0,0,0,0
버들송이버섯,0,0,0,0
버들송이버섯 갓,0,0,0,0
버들송이버섯 줄기,0,0,0,0
뽕나무버섯 갓,0,0,0,0
뽕나무버섯 줄기,0,0,0,0
상황버섯,0,0,0,0
석이버섯,0,0,0,0
송이버섯,0,0,0,0
싸리버섯,0,0,0,0
아위버섯,0,0,0,0
애느타리버섯,0,0,0,0
양송이버섯,0,0,0,0
양송이버섯 통조림,0,0,0,0
영지버섯,0,0,0,0
율무느타리버섯,0,0,0,0
잣버섯,0,0,0,0
큰느타리버섯 새송이버섯,0,0,0,0
큰양송이버섯,0,0,0,0
팽이버섯,0,0,0,0
포타벨라,0,0,0,0
표고버섯 참나무재배,0,0,0,0
표고버섯,0,0,0,0
표고버섯 배지재배 갓,0,0,0,0
표고버섯 배지재배 대,0,0,0,0
풀버섯,0,0,0,0
흰깔때기버섯,0,0,0,0
감 탈삽,0,0,0,0
감 단감,0,0,0,0
감 대봉 갑주백묵,0,0,0,0
감 둥시,0,0,0,0
감 연시,0,0,0,0
감 연시,0,0,0,0
감 잼 단감,0,0,0,0
감 주스,0,0,0,0
감말랭이,0,0,0,0
곶감,0,0,0,0
구기자 열매 재래종,0,0,0,0
구아바,0,0,0,0
구아바 넥타 과육 20%,0,0,0,0
구아바 주스 과즙 음료 10%,0,0,0,0
구즈베리,0,0,0,0
귤 통조림,0,0,0,0
귤 만감류 한라봉,0,0,0,0
귤 온주밀감,0,0,0,0
귤 만감류 천혜향,0,0,0,0
귤 잼,0,0,0,0
귤 주스 천연과즙,0,0,0,0
귤 주스 무가당,0,0,0,0
귤 주스 무가당 캔,0,0,0,0
금귤,0,0,0,0
꾸지뽕 열매,0,0,0,0
다래,0,0,0,0
대추,0,0,0,0
대추야자,0,0,0,0
두리안,0,0,0,0
딸기 개량종,0,0,0,0
딸기 설향,0,0,0,0
딸기 재래종,0,0,0,0
딸기 잼,0,0,0,0
라임,0,0,0,0
라임 주스 캔,0,0,0,0
라임 주스 천연과즙,0,0,0,0
라즈베리,0,0,0,0
라즈베리,0,0,0,0
람부탄 통조림,0,0,0,0
레몬,0,0,0,0
레몬 과즙,0,0,0,0
롱안,0,0,0,0
리치,0,0,0,0
리치,0,0,0,0
망고 애플망고,0,0,0,0
망고 음료,0,0,0,0
망고스틴,0,0,0,0
매실,0,0,0,0
매실 선암매,0,0,0,0
매실 천매,0,0,0,0
매실청,0,0,0,0
매실 절임,0,0,0,0
머루 개량종 껍질 씨 포함,0,0,0,0
머루 머스켓베일리에이,0,0,0,0
머루 주스,0,0,0,0
멜론 감로,0,0,0,0
멜론 머스크,0,0,0,0
멜론 화이트,0,0,0,0
모과,0,0,0,0
무화과,0,0,0,0
무화과 수입산,0,0,0,0
무화과 통조림,0,0,0,0
무화과 승정도후인,0,0,0,0
무화과 봉래시,0,0,0,0
바나나칩,0,0,0,0
배 돌배,0,0,0,0
배 돌배 껍질 포함,0,0,0,0
배 백운배,0,0,0,0
배 신고,0,0,0,0
배 장심랑,0,0,0,0
배 중국산,0,0,0,0
배 만풍,0,0,0,0
배 원황,0,0,0,0
배즙,0,0,0,0
배 음료 캔,0,0,0,0
버찌 통조림,0,0,0,0
버찌,0,0,0,0
버찌 일본산,0,0,0,0
복분자,0,0,0,0
복숭아 당절임,0,0,0,0
복숭아 미숙,0,0,0,0
복숭아 백도,0,0,0,0
복숭아 백도 고형물 통조림,0,0,0,0
복숭아 백도 액즙 통조림,0,0,0,0
복숭아 백도 통조림,0,0,0,0
복숭아 천도,0,0,0,0
복숭아 황도,0,0,0,0
복숭아 황도 통조림,0,0,0,0
복숭아 황도 고형물 통조림,0,0,0,0
복숭아 황도 액즙 통조림,0,0,0,0
복숭아 천중도,0,0,0,0
복숭아 넥타,0,0,0,0
복숭아 잼,0,0,0,0
블랙베리,0,0,0,0
블랙커런트,0,0,0,0
블루베리,0,0,0,0
블루베리 통조림,0,0,0,0
블루베리 잼,0,0,0,0
비파,0,0,0,0
비파 통조림,0,0,0,0
사과,0,0,0,0
사과 통조림,0,0,0,0
사과 부사 후지,0,0,0,0
사과 아오리 껍질제거,0,0,0,0
사과 아오리 껍질 포함,0,0,0,0
사과 홍옥,0,0,0,0
사과 넥타,0,0,0,0
사과 잼,0,0,0,0
사과 음료,0,0,0,0
사과 주스,0,0,0,0
산딸기,0,0,0,0
산수유 과육,0,0,0,0
산수유 열매,0,0,0,0
살구,0,0,0,0
살구 통조림,0,0,0,0
살구 넥타,0,0,0,0
살구 잼,0,0,0,0
석류,0,0,0,0
소귀나무 열매,0,0,0,0
수박 적육질,0,0,0,0
수박 황육질,0,0,0,0
산자나무 열매 씨벅톤,0,0,0,0
아떼모야,0,0,0,0
아로니아 네로,0,0,0,0
아로니아 바이킹,0,0,0,0
아보카도,0,0,0,0
아세로라 주스 과즙 음료,0,0,0,0
앵두,0,0,0,0
엘더베리,0,0,0,0
오디,0,0,0,0
오디 재래종,0,0,0,0
오렌지 네블,0,0,0,0
오렌지 마멀레이드,0,0,0,0
오렌지 음료 캔,0,0,0,0
오렌지 주스 가당,0,0,0,0
오렌지 주스 가당 칼슘강화,0,0,0,0
오렌지 주스 무가당,0,0,0,0
오렴자 카람볼라,0,0,0,0
오미자,0,0,0,0
오미자청,0,0,0,0
올리브 피클 검정색 완숙,0,0,0,0
올리브 피클 초록색 미숙,0,0,0,0
용과 백육종,0,0,0,0
용과 적육종,0,0,0,0
용과 황색종,0,0,0,0
유자 과육,0,0,0,0
유자 전체,0,0,0,0
유자 껍질,0,0,0,0
유자 농축액 당절임,0,0,0,0
으름,0,0,0,0
자두,0,0,0,0
자두 대석,0,0,0,0
자두 솔담,0,0,0,0
자두 후무사,0,0,0,0
자몽 그레이프프루트,0,0,0,0
자몽 그레이프프루트 주스 천연과즙,0,0,0,0
자몽 그레이프프루트 주스 과즙 음료 50%,0,0,0,0
자몽 그레이프프루트 주스 과즙 음료 20%,0,0,0,0
자몽 그레이프프루트 주스 가당 캔,0,0,0,0
자몽 그레이프프루트 주스 무가당 캔,0,0,0,0
잭프루트,0,0,0,0
잭프루트 통조림,0,0,0,0
참외 씨 포함,0,0,0,0
참외 씨 제거,0,0,0,0
참외 금싸라기 씨 제거 흰색과육,0,0,0,0
체리,0,0,0,0
체리 고형물 통조림,0,0,0,0
체리 액즙 통조림,0,0,0,0
칼슘나무 열매,0,0,0,0
크랜베리,0,0,0,0
크랜베리 주스 칵테일,0,0,0,0
키위,0,0,0,0
키위 골드,0,0,0,0
키위 그린,0,0,0,0
키위 주스 퓨레 40%,0,0,0,0
탱자,0,0,0,0
파인애플,0,0,0,0
파인애플 고형물 통조림,0,0,0,0
파인애플 액즙 통조림,0,0,0,0
파인애플 넥타,0,0,0,0
파인애플 주스 캔,0,0,0,0
파파야,0,0,0,0
파파야 미숙,0,0,0,0
파파야 적숙,0,0,0,0
파파야 완숙,0,0,0,0
파파야 그린파파야,0,0,0,0
백향과 패션프루트 씨 포함,0,0,0,0
패션프루트 주스 천연과즙,0,0,0,0
패션프루트 주스 황색과육,0,0,0,0
패션프루트 주스 자색과육,0,0,0,0
포도 건포도,0,0,0,0
포도 통조림,0,0,0,0
포도 거봉,0,0,0,0
포도 거봉 껍질 포함,0,0,0,0
포도 캠벨얼리,0,0,0,0
포도 캠벨얼리 껍질 포함,0,0,0,0
포도 캠벨얼리 껍질 씨 포함,0,0,0,0
포도 청포도 힘로드시드레스,0,0,0,0
포도 청포도 힘로드시드레스 껍질 포함,0,0,0,0
포도 샤인머스켓 껍질 포함,0,0,0,0
포도 넥타,0,0,0,0
포도 잼,0,0,0,0
포도 주스,0,0,0,0
포도 주스 캔,0,0,0,0
포도 주스 농축 과즙,0,0,0,0
포도 주스 천연과즙,0,0,0,0
포도 주스 과즙 음료,0,0,0,0
포도즙 천연과즙 레토르트,0,0,0,0
플럼코트,0,0,0,0
프루트샐러드 통조림,0,0,0,0
프루트칵테일 통조림,0,0,0,0
프루트펀치 통조림,0,0,0,0
개구리고기,1,0,0,0
거위 살코기,1,0,0,0
거위 간,1,0,0,0
고래고기,1,0,0,0
고래 복부정육,1,0,0,0
고래 복부지육,1,0,0,0
고래 붉은살,1,0,0,0
고래 붉은살,1,0,0,0
고래 꼬리,1,0,0,0
고래 꼬리,1,0,0,0
꿩 숫꿩,1,0,0,0
꿩고기 암꿩,1,0,0,0
닭고기,1,0,0,0
닭 전체,1,0,0,0
닭 가슴,1,0,0,0
닭 날개,1,0,0,0
닭 넓적다리,1,0,0,0
닭 다리,1,0,0,0
닭 목,1,0,0,0
닭 살코기,1,0,0,0
닭 성계,1,0,0,0
닭 영계,1,0,0,0
닭 오골계,1,0,0,0
닭 토종,1,0,0,0
닭 토종 껍질,1,0,0,0
닭 토종 가슴,1,0,0,0
닭 토종 날개,1,0,0,0
닭 토종 다리,1,0,0,0
닭 토종 살코기,1,0,0,0
닭 간,1,0,0,0
닭 모래주머니,1,0,0,0
닭 심장,1,0,0,0
닭 닭발,1,0,0,0
닭뼈 육수,1,0,0,0
닭 육수,1,0,0,0
돼지 갈비,1,0,0,0
돼지 갈비 갈비살,1,0,0,0
돼지 뒷다리,1,0,0,0
돼지 등심,1,0,0,0
돼지 목심 목심살,1,0,0,0
돼지 사태,1,0,1,0
돼지 살코기,1,0,1,0
돼지 삼겹살 삼겹살,1,0,1,0
돼지 안심 안심살,1,0,1,0
돼지 앞다리 꾸리살,1,0,0,0
돼지 뒷다리 도가니살,1,0,0,0
돼지 뒷다리 뒷사태살,1,0,0,0
돼지 뒷다리 보섭살,1,0,0,0
돼지 뒷다리 볼기살,1,0,0,0
돼지 뒷다리 설깃살,1,0,0,0
돼지 뒷다리 홍두깨살,1,0,0,0
돼지 등심 등심덧살,1,0,0,0
돼지 등심 알등심살,1,0,0,0
돼지 앞다리 부채살,1,0,0,0
돼지 앞다리 앞사태살,1,0,0,0
돼지 삼겹살 갈매기살,1,0,1,0
돼지 삼겹살 등갈비,1,0,1,0
돼지 삼겹살 토시살,1,0,1,0
돼지 삼겹살 오돌삼겹,1,0,1,0
돼지 앞다리 앞다리살,1,0,1,0
돼지 앞다리 항정살,1,0,0,0
돼지 앞다리 주걱살,1,0,0,0
돼지 간,1,0,0,0
돼지 대장,1,0,0,0
돼지 맹장,1,0,0,0
돼지 머리고기,1,0,0,0
돼지 비장,1,0,0,0
돼지 소장 곱창,1,0,0,0
돼지 신장,1,0,0,0
돼지 심장,1,0,0,0
돼지 위,1,0,0,0
돼지 자궁,1,0,0,0
돼지 족발,1,0,0,0
돼지 족발 조미,1,0,0,0
돼지 직장,1,0,0,0
돼지 췌장,1,0,0,0
돼지 허파,1,0,0,0
소시지,1,0,0,0
소시지 리용소시지,1,0,0,0
소시지 볼로냐소시지,1,0,0,0
소시지 위너 비엔나 소시지,1,0,0,0
소시지 이탈리안소시지,1,0,0,0
소시지 프랑크푸르트소시지,1,0,0,0
햄 등심햄,1,0,0,0
햄 런천미트햄,1,0,0,0
햄 슬라이스햄,1,0,0,0
포크커틀릿,1,0,0,0
베이컨,1,0,0,0
메추리고기,1,0,0,0
멧돼지고기,1,0,0,0
멧돼지 앞다리,1,0,0,0
소고기 갈비,1,0,0,0
소고기 목심 목심살,1,0,0,0
소고기 사태,1,0,0,0
소고기 설도 석쇠,1,0,0,0
소고기 한우 갈비,1,0,0,0
소고기 한우 등심,1,0,0,0
소고기 한우 살코기,1,0,0,0
소고기 한우 양지,1,0,0,0
소고기 한우 채끝 채끝살,1,0,0,0
소고기 한우 등심,1,0,0,0
소고기 한우 목심 목심살,1,0,0,0
소고기 한우 설도 보섭살,1,0,0,0
소고기 한우 설도 설깃살,1,0,0,0
소고기 한우 앞다리 꾸리살,1,0,0,0
소고기 한우 우둔 우둔살,1,0,0,0
소고기 한우 우둔 홍두깨살,1,0,0,0
소고기 한우 양지 양지머리,1,0,0,0
소고기 한우 양지 업진살,1,0,0,0
소고기 한우 채끝 채끝살,1,0,0,0
소고기 한우 등심,1,0,0,0
소고기 한우 목심 목심살,1,0,0,0
소고기 한우 설도 보섭살,1,0,0,0
소고기 한우 설도 설깃살,1,0,0,0
소고기 한우 앞다리 꾸리살,1,0,0,0
소고기 한우 우둔 우둔살,1,0,0,0
소고기 한우 우둔 홍두깨살,1,0,0,0
소고기 한우 양지 양지머리,1,0,0,0
소고기 한우 양지 업진살,1,0,0,0
소고기 한우 채끝 채끝살,1,0,0,0
소고기 한우 목심 목심살,1,0,0,0
소고기 한우 설도 보섭살,1,0,0,0
소고기 한우 설도 설깃살,1,0,0,0
소고기 한우 안심 안심살,1,0,0,0
소고기 한우 앞다리 꾸리살,1,0,0,0
소고기 한우 우둔 우둔살,1,0,0,0
소고기 한우 우둔 홍두깨살,1,0,0,0
소고기 한우 양지 양지머리,1,0,0,0
소고기 한우 양지 업진살,1,0,0,0
소고기 한우 채끝 채끝살,1,0,0,0
소고기 한우 앞다리 부채살,1,0,0,0
소고기 한우 앞다리 앞다리살,1,0,0,0
소고기 한우 갈비 꽃갈비,1,0,0,0
소고기 한우 갈비 본갈비,1,0,0,0
소고기 한우 갈비 안창살,1,0,0,0
소고기 한우 갈비 제비추리,1,0,0,0
소고기 한우 갈비 참갈비,1,0,0,0
소고기 한우 갈비 토시살,1,0,0,0
소고기 한우 등심 꽃등심살,1,0,0,0
소고기 한우 등심 살치살,1,0,0,0
소고기 한우 등심 아래등심살,1,0,0,0
소고기 한우 등심 윗등심살,1,0,0,0
소고기 한우 사태 뒷사태,1,0,0,0
소고기 한우 사태 뭉치사태,1,0,0,0
소고기 한우 사태 상박살,1,0,0,0
소고기 한우 사태 아롱사태,1,0,0,0
소고기 한우 사태 앞사태,1,0,0,0
소고기 한우 설도 도가니살,1,0,0,0
소고기 한우 설도 삼각살,1,0,0,0
소고기 한우 설도 설깃머리살,1,0,0,0
소고기 한우 앞다리 갈비덧살,1,0,0,0
소고기 한우 앞다리 부채덮개살,1,0,0,0
소고기 한우 양지 앞치마살,1,0,0,0
